,语言能力,总量
23381,"熟练语口语,能做文账.",1
23382,粤语：流利************普通话：流利************文：一般,1
23383,语：有较强的阅读与写作能力，能够轻松应对工作需要。************国语,1
23384,语听说读写熟练，已过CET-6.,1
23385,熟练普通话，语熟练，日常对话及工作交流没问题。,1
23386,语一般，文笔一般！,1
23387,语言 1：	粤语	     等　　级：	流利************语言 2：	,1
23388,语言表达能力较轻，吐字清晰。************外语水平：四级考****分**,1
23389,1、普通话标准，通过普通话水平测试（二乙）************2、粤语水平良,1
23390,流利的普通话、粤话和客家方言。,1
23391,1，普通话标准************2，语6级以上，听说读写能力好。,1
23392,"粤语流利，普通话流利，通过国家语四级，有较强的语听、说、读、写能力 ,掌握",1
23393,"善于沟通,普通话流利,白话良好",1
23394,****年6月 通过大学语六级考试(成绩****)****************,1
23395,语四级考试通过。（****分）************普通话二级乙等（****分）,1
23396,能熟练自如的与各国外籍人士用语交流并作为日常工作语言************能,1
23397,会讲流利的国语及粤语。************,1
23398,文字写作水平较好！,1
23399,语      四级,1
23400,善于与人沟通，交际能力强。,1
23401,外　　语： 语　良好     ************国语水平： 精通 ***,1
23402,****年6月通过全国大学语CET-4；****************年****,1
23403,语言表达能力强，善于交流沟通，普通话良好，精通外贸业务中各种外贸函件，能很好的与,1
23404,语口语及书写能力流利,1
23405,本人注重集体利益，团结协作，能吃苦耐劳，具备较强的组织能力、应变能力和协调沟通能,1
23406,别人能清楚的知道我要表达的是什么。,1
23407,精通普通话和广东话!语一般!,1
23408,"善于与人交往,在交谈方面是一个善于言和的人",1
23409,"      本人有一定语言表达能力,",1
23410,普通话良好、语一般。白话能听懂。,1
23411,普通话，广东话，语良好,1
23412,通过国家普通话标准达标，通过国家乙级标准,1
23413,语听说读写良好，能熟练的翻译书面文件以及进行流利的日常口语对话，熟悉外贸以及跟,1
23414,  熟练国语、熟练白话，语一般,1
23415,善与人我沟通，能流畅的发表自已观点，有说服力。,1
23416,语言表达能力强，普通话通过二级甲。,1
23417,普通话标准，粤语一般。语读写可以，口语一般。,1
23418,语水平：听、说、读、写能力达到国家四级水平,1
23419,语六级，能用语进行熟练地交流,1
23420,语: 大学语四级,1
23421,有扎实的文字功底，有作品，有文章发表。普通话二级甲等。通过语四级，既有良好的,1
23422,流利标准的普通话************通过了国家大学语四级考试，成绩为****,1
23423,语一般，粤语精通，普通话标准,1
23424,普通话 良好   ************手语  一般,1
23425,语专业，以良好的成绩通过语专业八级。******第二外语为德语，考试均为年级,1
23426,"熟练掌握日语：************    日语是我的专业,从入学开始我就注",1
23427,语言能力：良好,1
23428,善于交际，语言简洁明了。,1
23429,语基本的听，说，读，写，译能力，能够阅读一些相关技术资料。基本达到国家四级水平,1
23430,语 口语一般,1
23431,国语流利标准，能听懂粤语；,1
23432,    能够熟练地运用标准的普通话进行交流，熟练地运用汉语进行写作和沟通。***,1
23433,"汉语 具有良好的文字操控能力,行文写作能力和表达能力 ",1
23434,大学语四级(CET-4);************************大,1
23435,所学外语语种为语，已过CET6，听说读写能力都比较熟练，能跟人进行日常交流，对,1
23436,"     普通话标准,白话能听懂,语会一点 . 善于表达,沟通  ",1
23437,爱好文学，具有良好的听说读写能力，但相对而言，更擅长于文笔写. ,1
23438,普通话标准，会基本的商务语,1
23439,本人具有较强的语言沟通及交流能力。,1
23440,国语\粤语\标准,1
23441,  ************   ****公司业务蒸蒸而上，营业额再上一个新台,1
23442,普通话：精通  广东话：良好　语:良好,1
23443,   ******   l国语 ******    ******    ****,1
23444,1.能熟練的運用電腦************2.可以用日語的日常會話******,1
23445,1.有职业道德，较高的职业素养，有上进心************2.认真负责，热,1
23446,语言表达能力良好，普通话标准，语四级，听写能力好,1
23447,1、普通话流利。************2、语水平：****年****月通过了全国,1
23448,熟悉汇编、C语言，了解Visual C++、VB、LabWindows、LabV,1
23449,母语：普通话水平熟练。外语：语具备一般的听、说、读写能力,1
23450,1.语四级，具有良好的听说读写能力。能够流利阅读文文件，并通过邮件与客户熟,1
23451,国家普通话二级乙等,1
23452,计算机应用二级,1
23453,*国家语四六级*************语专业四级、八级**********,1
23454,语四级，精通普通话。,1
23455,大学语四级，普通话等级：二乙。,1
23456,中文口语及白话流利,1
23457,国语-粤语,1
23458,普通话标准，粤语良好，客家话精通、语一般。,1
23459,通过国家语4级考试。************普通话非常标准。*********,1
23460,"普 通 话 ,白 话 ,客 家 话 . 语 一 般 .",1
23461,语能够听说读写，普通话流利标准。,1
23462,大学三年，我既注重基础课的学习，又重视对能力的培养。细心、缜密，对数字敏感。在校,1
23463,具有 一定的表达的能力。善于沟通，有一定的亲和力。,1
23464,"普通话精通,广东话精通,语一般",1
23465,语具有良好的听、读、写能力。************************普,1
23466,通过了 国家四级语考试。语水平可以和外国人交谈，另外在校期间曾选修过 日语入,1
23467,粤语/国语：优秀 语：良好,1
23468,计 算 机 能 力： 高校非计算机专业二级 ************技 能 专,1
23469,语言表达能力强，能较好的沟通能力，普通话标准，语水平良好，国家四级,1
23470,语言表达能力强，语熟练，有基本的听、说、读、写等能力,1
23471,"普通话标准，表达能力良好,善于与客户进行沟通,有一定的亲和力*********",1
23472,语水平一般，无第二外语,1
23473,口头表达能力良好，善于与人沟通。,1
23474,普通话标准************能阅读一般的专业性语书籍,1
23475,大学语六级、专业语四级,1
23476,普通话熟练，语水平一般，具有阅读和翻译本专业外文资料的初步能力，能熟练运用，处,1
23477,普通话:流利************白话:流利************语:一般,1
23478,普通话标准，能熟练听说读写语。,1
23479,熟练掌握语，能够熟练的进行听、说、读、写能力。,1
23480,语：6级；托业分数：****分，能熟练与国外客户进行口头交流，以及熟练用语发邮,1
23481,广东话流利，日语的听、读、写熟练，****年取得国际能力二级证书。******2,1
23482,普通话流利************白话良好************语一般,1
23483,语言能力良好，懂得广东话,1
23484,"能用普通话,粤语,客家话进行流利交流;************良好的语交流能",1
23485,****年通过大学语四级   能熟练使用语口语************普通话,1
23486,粤语，客家话水平流利,1
23487,国语标准流利，粤语基本对话没有问题，语一般。,1
23488,语能力：一般************************,1
23489,能够熟练操作CAD及各种办公软件。,1
23490," 精通计算机各软件操作,对软硬件有深刻的了解并能进行日常维护,****公司局",1
23491,   本人学的是日语，普通话标准，从事过销售，语言能力，自信的说一句OK，（说多,1
23492,有着良好的心态，及其饱满的激情 ；良好的沟通和书面表达能力 ；勇于实践，勇于并会,1
23493,"通过CET6,流利的语听,说写能力,能与外商直接沟通,熟悉外贸流程,电脑办公",1
23494,善于沟通，服从安排！,1
23495,能用一口流利的普通话处理好身边的各种事情!!,1
23496,普通话，国家二级甲等。************语水平，CET-4。,1
23497,语言水平： 普通话： 精通 ,1
23498,"语：良好, 通过大学语考试四级。能用熟练的语进行日常交流，包括E-mai",1
23499,"1/语听说,读写熟练.通过国家语四级.************2/普通话标",1
23500,语基础知识较扎实、具备一定的听、说、读、写能力。************普通话,1
23501,语通过国家六级，口语熟练，可以作为工作语言。,1
23502,本人性格开朗，思维活跃，极富创造（创新）力，易于沟通，具有较好团队的意识，对工作,1
